idx	original	no_punc_lower	adjacent	adjacent_gold	random	random_gold
155	"Eg havi sent tykkum út at skera tað , sum tit ikki hava arbeitt við ; aðrir hava arbeitt , og tit eru komnir inn í arbeiði teirra . """	eg havi sent tykkum út at skera tað sum tit ikki hava arbeitt við aðrir hava arbeitt og tit eru komnir inn í arbeiði teirra	eg havi tykkum sent út skera at tað sum tit ikki hava arbeitt við aðrir hava arbeitt og tit eru komnir inn í arbeiði teirra	O C O F O F O O O O O C C O O F F O O C C O O O O	eg havi sent tykkum út at tað sum arbeitt tit arbeitt ikki við hava aðrir hava og tit eru komnir inn skera í arbeiði teirra	O C C O O O O O F O F O O F O C O O C C O F O O O
156	"Men úr teirri bygdini trúðu mangir av Sámáriubúgvum á hann fyri orð konunnar , tá ið hon vitnaði : "" Hann hevur sagt mær alt tað , sum eg havi gjört . """	men úr teirri bygdini trúðu mangir av sámáriubúgvum á hann fyri orð konunnar tá ið hon vitnaði hann hevur sagt mær alt tað sum eg havi gjört	men úr teirri bygdini mangir trúðu av sámáriubúgvum á hann fyri orð konunnar tá ið vitnaði hon hann hevur sagt mær alt tað sum eg havi gjört	O O O O O F O O O O O O O O O F O O C C O O O O O F F	men úr teirri bygdini trúðu gjört mangir av sámáriubúgvum á hann fyri orð konunnar tá ið hon hann hevur sagt mær vitnaði alt tað sum eg havi	O O O O C F O O O O O O O O O O O O C C O F O O O O F
157	Tá ið nú Sámáriubúgvarnir komu til hansara , bóðu teir hann um at dvölja hjá teimum , og hann dvaldi har tveir dagar .	tá ið nú sámáriubúgvarnir komu til hansara bóðu teir hann um at dvölja hjá teimum og hann dvaldi har tveir dagar	tá ið nú sámáriubúgvarnir komu til hansara bóðu teir hann um at hjá dvölja teimum og dvaldi hann har tveir dagar	O O O O C O O C O O O O O F O O F O O O O	tá ið nú sámáriubúgvarnir komu dvölja til hansara teir hann um at hjá teimum og hann bóðu dvaldi har tveir dagar	O O O O C F O O O O O O O O O O F C O O O
158	Og nógv fleiri trúðu fyri orð hansara .	og nógv fleiri trúðu fyri orð hansara	og nógv fleiri trúðu fyri orð hansara	O O O C O O O	og nógv fleiri trúðu fyri orð hansara	O O O C O O O
159	"Og við konuna sögdu teir : "" Vit trúgva nú ikki longur fyri talu tína ; tí at sjálvir hava vit hoyrt , og vit vita , at hesin av sonnum er frelsari heimsins . """	og við konuna sögdu teir vit trúgva nú ikki longur fyri talu tína tí at sjálvir hava vit hoyrt og vit vita at hesin av sonnum er frelsari heimsins	og við konuna sögdu teir vit nú trúgva ikki longur fyri talu tína tí at hava sjálvir vit hoyrt og vit vita at hesin av sonnum frelsari er heimsins	O O O C O O O F O O O O O O O F O O C O O C O O O O O F O	og við konuna sögdu teir vit nú ikki trúgva er longur fyri talu tína tí hoyrt at sjálvir hava vit og vit vita at hesin av sonnum frelsari heimsins	O O O C O O O O F F O O O O O F O O C O O O C O O O O O O
160	Men eftir hesar tveir dagarnar fór hann burtur haðani til Galileu . Tí at Jesus vitnaði sjálvur , at profetur ikki verður virdur í sínum egna fosturlandi .	men eftir hesar tveir dagarnar fór hann burtur haðani til galileu tí at jesus vitnaði sjálvur at profetur ikki verður virdur í sínum egna fosturlandi	men eftir hesar tveir fór dagarnar hann burtur haðani til galileu tí at jesus vitnaði sjálvur at profetur ikki verður í virdur sínum egna fosturlandi	O O O O F O O O O O O O O O C O O O O C O F O O O	men eftir verður hesar tveir dagarnar fór hann burtur haðani til galileu tí at jesus sjálvur at profetur ikki virdur í vitnaði sínum egna fosturlandi	O O F O O O C O O O O O O O O O O O O C O F O O O
161	Tá ið hann nú kom til Galileu , tóku Galileumenn móti honum , við tað at teir hövdu sæð alt tað , sum hann hevði gjört í Jerúsalem um hátíðina ; tí at teir vóru eisini komnir til hátíðina .	tá ið hann nú kom til galileu tóku galileumenn móti honum við tað at teir hövdu sæð alt tað sum hann hevði gjört í jerúsalem um hátíðina tí at teir vóru eisini komnir til hátíðina	tá ið hann kom nú til galileu tóku galileumenn móti honum við tað at teir hövdu alt sæð tað sum hevði hann gjört í jerúsalem um hátíðina tí at teir vóru eisini til komnir hátíðina	O O O F O O O C O O O O O O O C O F O O F O C O O O O O O O C O O F O	tá ið hann nú til sæð galileu galileumenn móti honum við tað at teir hövdu alt tað sum hann hevði kom í jerúsalem gjört um hátíðina tí at teir vóru eisini komnir tóku til hátíðina	O O O O O F O O O O O O O O C O O O O C F O O F O O O O O C O C F O O
162	Hann kom tá aftur til Kána í Galileu , har sum hann hevði gjört vatnið til vín .	hann kom tá aftur til kána í galileu har sum hann hevði gjört vatnið til vín	kom hann tá aftur til kána í galileu har sum hann hevði gjört vatnið til vín	F O O O O O O O O O O C C O O O	hann tá aftur til kána í galileu har sum hann gjört vatnið hevði til vín kom	O O O O O O O O O O C O F O O F
163	Og har var ein kongsmaður í Kapernaum , sum sonurin lá sjúkur hjá .	og har var ein kongsmaður í kapernaum sum sonurin lá sjúkur hjá	og har ein var kongsmaður í kapernaum sum lá sonurin sjúkur hjá	O O O F O O O O F O O O	og har ein kongsmaður var í kapernaum sum sonurin lá sjúkur hjá	O O O O F O O O O C O O
164	Tá ið hann hoyrdi , at Jesus var komin frá Júdeu til Galileu , fór hann til hansara og bað hann koma oman og gera son sín frískan ; tí at hann lá at doyggja .	tá ið hann hoyrdi at jesus var komin frá júdeu til galileu fór hann til hansara og bað hann koma oman og gera son sín frískan tí at hann lá at doyggja	tá ið hann hoyrdi at jesus var frá komin júdeu til fór galileu hann til hansara og bað hann koma oman og son gera sín frískan tí at lá hann at doyggja	O O O C O O C O F O O F O O O O O C O C O O O F O O O O F O O C	tá ið hann at jesus fór var komin frá júdeu til galileu hann til doyggja hansara og bað hann hoyrdi oman og son sín frískan tí koma at hann gera lá at	O O O O O F C C O O O O O O F O O C O F O O O O O O F O O F C O
165	"Jesus segði tá við hann : "" Síggja tit ikki tekin og undurgerningar , vilja tit ikki trúgva . """	jesus segði tá við hann síggja tit ikki tekin og undurgerningar vilja tit ikki trúgva	jesus segði tá við hann tit síggja ikki tekin og vilja undurgerningar tit ikki trúgva	O C O O O O F O O O F O O O C	jesus tá við hann síggja tit segði ikki trúgva tekin og undurgerningar vilja tit ikki	O O O O C O F O F O O O C O O
166	"Kongsmaðurin sigur við hann : "" Harri , kom oman , áðr enn barn mítt doyr ! """	kongsmaðurin sigur við hann harri kom oman áðr enn barn mítt doyr	kongsmaðurin sigur við hann harri oman kom áðr enn barn doyr mítt	O C O O O O F O O O F O	kongsmaðurin sigur við hann kom harri oman áðr enn barn mítt doyr	O C O O F O O O O O O C
167	"Jesus sigur við hann : "" Far tú , sonur tín livir ! """	jesus sigur við hann far tú sonur tín livir	jesus sigur við hann far tú sonur tín livir	O C O O C O O O C	jesus við hann sigur tú far sonur tín livir	O O O F O F O O C
168	Maðurin trúði tí orði , sum Jesus segði við hann , og fór av stað .	maðurin trúði tí orði sum jesus segði við hann og fór av stað	maðurin tí trúði orði sum segði jesus við hann og fór av stað	O O F O O F O O O O C O O	maðurin tí trúði orði segði sum jesus við hann og fór av stað	O O F O F O O O O O C O O
169	Men longu á heimleiðini möttu húskallar hansara honum og bóru honum tey boðini , at barn hansara livdi .	men longu á heimleiðini möttu húskallar hansara honum og bóru honum tey boðini at barn hansara livdi	men longu á heimleiðini húskallar möttu hansara honum bóru og honum tey boðini at barn hansara livdi	O O O O O F O O F O O O O O O O C	men longu á heimleiðini möttu húskallar hansara honum og bóru honum tey boðini livdi at barn hansara	O O O O C O O O O C O O O F O O O
170	Tá spurdi hann teir um tíman , nær tað var farið at lætta hjá honum .	tá spurdi hann teir um tíman nær tað var farið at lætta hjá honum	tá spurdi hann teir um tíman nær tað var farið at lætta hjá honum	O C O O O O O O F F O C O O	tá spurdi hann teir um tíman nær tað var at hjá honum farið lætta	O C O O O O O O C O O O F F
171	"Og teir sögdu við hann : "" Í gjár um sjeynda tíma fór hitasóttin av honum . """	og teir sögdu við hann í gjár um sjeynda tíma fór hitasóttin av honum	og teir sögdu við hann í gjár um sjeynda tíma hitasóttin fór av honum	O O C O O O O O O O O F O O	sögdu og teir við hann í gjár um sjeynda tíma fór hitasóttin av honum	F O O O O O O O O O C O O O
172	"Tá skildi faðirin , at tað var í tí tíma , tá ið Jesus hevði sagt við hann : "" Sonur tín livir . """	tá skildi faðirin at tað var í tí tíma tá ið jesus hevði sagt við hann sonur tín livir	skildi tá faðirin at tað var í tí tíma tá ið jesus hevði við sagt hann sonur livir tín	F O O O O C O O O O O O C O F O O F O	tá skildi faðirin sagt at tað var í tí tíma tá ið livir hevði jesus við hann sonur tín	O C O F O O C O O O O O F F O O O O O
173	Og hann trúði sjálvur og alt hús hansara .	og hann trúði sjálvur og alt hús hansara	og hann trúði sjálvur og alt hús hansara	O O C O O O O O	og hann trúði sjálvur og alt hús hansara	O O C O O O O O
174	Hetta var annað tekinið , sum Jesus gjördi , tá ið hann var komin frá Júdeu til Galileu .	hetta var annað tekinið sum jesus gjördi tá ið hann var komin frá júdeu til galileu	hetta var annað tekinið sum jesus tá gjördi ið var hann komin frá júdeu til galileu	O C O O O O O F O F O C O O O O	hetta annað tekinið sum jesus gjördi tá ið hann var var frá júdeu til galileu komin	O O O O O C O O O F C O O O O F
175	Eftir hetta var hátíð hjá Jödum , og Jesus fór niðan til Jerúsalem .	eftir hetta var hátíð hjá jödum og jesus fór niðan til jerúsalem	eftir hetta var hátíð hjá jödum og jesus niðan fór til jerúsalem	O O C O O O O O O F O O	eftir hetta var hátíð fór hjá jödum og jesus niðan til jerúsalem	O O C O F O O O O O O O
176	Men í Jerúsalem er við Seyðaliðið ein hylur , sum kallast á hebráiskum máli Betesda og hevur fimm súlnagangir .	men í jerúsalem er við seyðaliðið ein hylur sum kallast á hebráiskum máli betesda og hevur fimm súlnagangir	men í er jerúsalem við seyðaliðið ein hylur sum kallast á hebráiskum máli betesda og hevur fimm súlnagangir	O O F O O O O O O C O O O O O C O O	er men í jerúsalem við seyðaliðið ein hylur sum kallast á hebráiskum máli betesda og hevur fimm súlnagangir	F O O O O O O O O C O O O O O C O O
177	Í teimum lá mongd av sjúkum fólki , blindum , höltum , visnum , sum bíðaðu eftir , at vatnið skuldi koma í röring ; tí at við hvört fór eingil Harrans niður í hylin og órógvaði vatnið .	í teimum lá mongd av sjúkum fólki blindum höltum visnum sum bíðaðu eftir at vatnið skuldi koma í röring tí at við hvört fór eingil harrans niður í hylin og órógvaði vatnið	í teimum mongd lá av sjúkum fólki blindum höltum visnum bíðaðu sum eftir at vatnið skuldi koma í röring tí at við hvört eingil fór harrans niður í hylin órógvaði og vatnið	O O O F O O O O O O F O O O O C C O O O O O O O F O O O O F O O	í teimum mongd av sjúkum fólki blindum höltum visnum sum eftir at vatnið skuldi í röring tí at bíðaðu við lá hvört fór eingil harrans niður í hylin koma og órógvaði vatnið	O O O O O O O O O O O O O C O O O O F O F O C O O O O O F O C O
178	Tann , sum tá fyrstur fór niður í , aftan á at vatnið var komið í röring , fekk heilsuna aftur , hvörjum sjúkdómi hann so var sjúkur av .	tann sum tá fyrstur fór niður í aftan á at vatnið var komið í röring fekk heilsuna aftur hvörjum sjúkdómi hann so var sjúkur av	tann sum tá fyrstur fór niður í aftan á at vatnið var í komið fekk röring heilsuna aftur hvörjum sjúkdómi hann so var sjúkur av	O O O O C O O O O O O C O F F O O O O O O O C O O	tann sum tá fyrstur fór niður í aftan á at var vatnið var í röring heilsuna komið aftur hvörjum sjúkdómi hann so sjúkur fekk av	O O O O C O O O O O F O C O O O F O O O O O O F O
179	Men har var ein maður , sum hevði verið sjúkur í átta og tríati ár .	men har var ein maður sum hevði verið sjúkur í átta og tríati ár	men har var ein maður sum hevði verið sjúkur í átta og tríati ár	O O C O O O F F O O O O O O	men har ein maður sum hevði sjúkur í átta og verið var tríati ár	O O O O O C O O O O F F O O
180	"Tá ið Jesus sá hann liggja har og visti , at hann longu hevði ligið langa tíð , sigur hann við hann : "" Vilt tú verða frískur ? """	tá ið jesus sá hann liggja har og visti at hann longu hevði ligið langa tíð sigur hann við hann vilt tú verða frískur	tá ið jesus sá hann liggja har og at visti hann hevði longu ligið langa tíð sigur hann við hann verða vilt tú frískur	O O O C O C O O O F O F O C O O C O O O F F O O	tá ið jesus sá hann har og at hann sigur longu hevði langa tíð hann ligið við hann liggja vilt tú verða visti frískur	O O O C O O O O O F O C O O O F O O F C O C F O
181	"Sjúklingurin svaraði honum : "" Harri , eg havi einki menniskja , sum kann fáa meg út í hylin , tá ið vatnið verður órógvað ; men við tað sama , eg komi , fer ein annar niður í undan mær . """	sjúklingurin svaraði honum harri eg havi einki menniskja sum kann fáa meg út í hylin tá ið vatnið verður órógvað men við tað sama eg komi fer ein annar niður í undan mær	sjúklingurin svaraði honum harri eg havi einki menniskja sum kann fáa meg út í hylin tá ið vatnið verður órógvað men við tað sama eg komi fer ein annar niður í undan mær	O C O O O C O O O F F O O O O O O O C C O O O O O F F O O O O O O	sjúklingurin svaraði honum harri eg havi einki menniskja sum meg út í fer hylin tá ið vatnið verður fáa men við tað sama eg komi ein órógvað annar kann niður í undan mær	O C O O O C O O O O O O F O O O O C F O O O O O C O F O F O O O O
182	"Jesus sigur við hann : "" Reis teg upp , tak song tína og gakk ! """	jesus sigur við hann reis teg upp tak song tína og gakk	jesus sigur við hann reis teg upp song tak tína gakk og	O C O O C O O O F O F O	jesus við sigur tak hann reis teg upp song tína og gakk	O O F F O C O O O O O C
183	Og í stundini varð maðurin frískur , og hann tók song sína og gekk .	og í stundini varð maðurin frískur og hann tók song sína og gekk	og í stundini varð maðurin frískur og hann tók song sína og gekk	O O O C O O O O C O O O C	og í stundini varð maðurin frískur og gekk hann tók song sína og	O O O C O O O F O C O O O
184	Men tað var hvíludagur tann dagin .	men tað var hvíludagur tann dagin	men tað hvíludagur var tann dagin	O O O F O O	men tað var hvíludagur tann dagin	O O C O O O
185	"Tí sögdu Jödarnir við hin mannin , sum heilsubótina hevði fingið : "" Tað er hvíludagur , og tú hevur ikki loyvi at bera songina . """	tí sögdu jödarnir við hin mannin sum heilsubótina hevði fingið tað er hvíludagur og tú hevur ikki loyvi at bera songina	sögdu tí jödarnir við hin mannin sum heilsubótina hevði er fingið tað hvíludagur og tú hevur ikki loyvi at bera songina	F O O O O O O O C F F O O O O C O O O C O	tí sögdu jödarnir við hin hevði mannin sum heilsubótina tað er hvíludagur og tú ikki fingið loyvi at bera hevur songina	O C O O O F O O O O C O O O O F O O C F O
