idx	original	no_punc_lower	adjacent	adjacent_gold	random	random_gold
830	"Men ni får ursäkta , nu vill jag ha min lunch . """	men ni får ursäkta nu vill jag ha min lunch	men ni får ursäkta nu ha vill jag min lunch	O O C C O F F O O O	men ni får ursäkta vill nu jag min lunch ha	O O C C F O O O O F
831	""" Vill ni inte äta lite av min koschermat i stället , som en tjänst ? """	vill ni inte äta lite av min koschermat i stället som en tjänst	vill ni inte äta lite av min koschermat i stället som en tjänst	C O O C O O O O O O O O O	ni inte vill äta lite av min koschermat i stället som en tjänst	O O F C O O O O O O O O O
832	""" Då ska jag ge er en smörgås , fast bara på ett villkor ."	då ska jag ge er en smörgås fast bara på ett villkor	då ge ska jag er en smörgås fast bara på ett villkor	O F F O O O O O O O O O	då jag ska ge er en smörgås fast bara på ett villkor	O O F C O O O O O O O O
833	"Ni får aldrig aldrig äta trephena-mat mera . """	ni får aldrig aldrig äta trephena-mat mera	ni får aldrig aldrig äta trephena-mat mera	O C O O C O O	ni aldrig aldrig får äta trephena-mat mera	O O O F C O O
834	""" Det kan jag inte lova er ."	det kan jag inte lova er	det jag kan lova inte er	O O F F O O	det jag inte lova er kan	O O O C O F
835	Ni begär för mycket .	ni begär för mycket	ni begär för mycket	O C O O	ni begär för mycket	O C O O
836	""" Jag har en plikt mot er "" , förklarar han för mig ."	jag har en plikt mot er förklarar han för mig	jag har en plikt mot er han förklarar för mig	O C O O O O O F O O	jag en plikt mot er förklarar han har för mig	O O O O O C O F O O
837	""" Vill ni höra på ett förslag ? """	vill ni höra på ett förslag	vill höra ni på ett förslag	C F O O O O	ni höra på vill ett förslag	O C O F O O
838	""" Visst vill jag det . """	visst vill jag det	visst vill jag det	O C O O	visst vill jag det	O C O O
839	""" Då gör vi en överenskommelse ."	då gör vi en överenskommelse	då vi gör en överenskommelse	O O F O O	då gör vi en överenskommelse	O C O O O
840	Jag är villig att betala er .	jag är villig att betala er	är jag villig att betala er	F O O O C O	jag villig att betala er är	O O O C O F
841	"Om ni lovar att bara äta koschermat kommer jag att skicka er femton dollar i veckan så länge ni lever . """	om ni lovar att bara äta koschermat kommer jag att skicka er femton dollar i veckan så länge ni lever	om ni lovar att bara kommer äta koschermat jag att skicka er femton dollar i veckan så länge ni lever	O O C O O F F O O O C O O O O O O O O C	om ni att bara äta koschermat kommer lovar jag att er femton dollar i veckan så länge skicka ni lever	O O O O C O C F O O O O O O O O O F O C
842	""" Det var mycket generöst "" , säger jag ."	det var mycket generöst säger jag	det mycket var säger generöst jag	O O F F O O	det mycket generöst säger var jag	O O O C F O
843	""" Ni är ju jude "" , säger han ."	ni är ju jude säger han	ni är ju jude säger han	O C O O C O	ni ju jude säger är han	O O O C F O
844	""" Jag måste försöka rädda er . """	jag måste försöka rädda er	jag måste försöka rädda er	O F F C O	jag försöka måste rädda er	O C F C O
845	""" Hur förtjänar ni ert uppehälle ? """	hur förtjänar ni ert uppehälle	hur förtjänar ni ert uppehälle	O C O O O	hur förtjänar ni ert uppehälle	O C O O O
846	Vi är chassidim allesammans där .	vi är chassidim allesammans där	vi chassidim är allesammans där	O O F O O	vi är chassidim allesammans där	O C O O O
847	Chefen är chassid .	chefen är chassid	är chefen chassid	F O O	chefen är chassid	O C O
848	Jag kom från Israel för fem år sen för att gifta mig i New Jersey .	jag kom från israel för fem år sen för att gifta mig i new jersey	jag kom från israel för fem år sen för att gifta mig i new jersey	O C O O O O O O O O C O O O O	jag kom gifta från israel för fem år sen för att mig i new jersey	O C F O O O O O O O O O O O O
849	"Min rabbi är i Jerusalem . """	min rabbi är i jerusalem	min rabbi i är jerusalem	O O O F O	min är rabbi i jerusalem	O F O O O
850	""" Hur kommer det sig att ni inte talar engelska ? """	hur kommer det sig att ni inte talar engelska	kommer hur det sig att ni inte talar engelska	F O O O O O O C O	hur kommer det sig att ni inte engelska talar	O C O O O O O O F
851	""" Vad ska jag med engelska till ?"	vad ska jag med engelska till	vad ska jag med engelska till	O C O O O O	vad jag med ska engelska till	O O O F O O
852	"Men nu frågar jag , vill ni ta emot mina femton dollar ? """	men nu frågar jag vill ni ta emot mina femton dollar	men nu vill frågar jag ni ta emot mina femton dollar	O O F F O O C O O O O	men frågar nu jag vill ta ni emot mina femton dollar	O F O O C F O O O O O
853	""" Koschermat är dyrare än andra sorter "" , säger jag ."	koschermat är dyrare än andra sorter säger jag	koschermat är dyrare än andra sorter jag säger	O C O O O O O F	är koschermat dyrare än andra sorter säger jag	F O O O O O C O
854	""" Femton dollar räcker inte på långa vägar . """	femton dollar räcker inte på långa vägar	femton räcker dollar inte på långa vägar	O F O O O O O	femton dollar räcker inte på långa vägar	O O C O O O O
855	""" Jag kan gå så långt som till tjugofem . """	jag kan gå så långt som till tjugofem	jag kan gå så långt som till tjugofem	O C C O O O O O	jag gå så långt kan som till tjugofem	O C O O F O O O
856	""" Ett sånt offer kan jag inte ta emot av er . """	ett sånt offer kan jag inte ta emot av er	ett sånt offer jag kan ta inte emot av er	O O O O F F O O O O	ett sånt kan offer jag inte ta emot av er	O O F O O O C O O O
857	Med en axelryckning ger han tappt , och jag ägnar mig åt den dubbelt obehagliga kycklingen och äter skuldmedvetet med fördärvad aptit .	med en axelryckning ger han tappt och jag ägnar mig åt den dubbelt obehagliga kycklingen och äter skuldmedvetet med fördärvad aptit	med en axelryckning ger han tappt och jag ägnar mig åt den dubbelt obehagliga kycklingen och skuldmedvetet äter med fördärvad aptit	O O O C O O O O C O O O O O O O O F O O O	med en axelryckning han tappt och jag ägnar mig åt den dubbelt obehagliga kycklingen och äter skuldmedvetet med fördärvad ger aptit	O O O O O O O C O O O O O O O C O O O F O
858	Den unge chassiden öppnar sin bönbok .	den unge chassiden öppnar sin bönbok	den unge öppnar chassiden sin bönbok	O O F O O O	den unge chassiden öppnar sin bönbok	O O O C O O
859	""" Han är så intensiv "" , säger min fru ."	han är så intensiv säger min fru	han är så intensiv säger min fru	O C O O C O O	han så är intensiv säger min fru	O O F O C O O
860	""" Jag undrar om han ber för dig . """	jag undrar om han ber för dig	jag om undrar ber han för dig	O O F F O O O	jag ber undrar om han för dig	O F C O O O O
861	Hon ler åt min förlägenhet .	hon ler åt min förlägenhet	hon ler åt min förlägenhet	O C O O O	hon åt min förlägenhet ler	O O O O F
862	Så snart brickorna tas bort blockerar chassiderna gångarna med sin Minchah-bön . De gungar av och an och sträcker på halsarna .	så snart brickorna tas bort blockerar chassiderna gångarna med sin minchah-bön de gungar av och an och sträcker på halsarna	så snart brickorna tas bort chassiderna blockerar gångarna med sin minchah-bön gungar de av och an och sträcker på halsarna	O O O C O O F O O O O F O O O O O C O O	så snart brickorna tas bort sträcker chassiderna blockerar gångarna med sin minchah-bön de gungar av och an och på halsarna	O O O C O F O F O O O O O C O O O O O O
863	Den gemensamma bönens band är mycket starkt .	den gemensamma bönens band är mycket starkt	den gemensamma bönens band är mycket starkt	O O O O C O O	den gemensamma bönens band mycket starkt är	O O O O O O F
864	""" Jag tycker om dem "" , säger min fru ."	jag tycker om dem säger min fru	jag om tycker säger dem min fru	O O F F O O O	jag om tycker dem säger min fru	O O F O C O O
865	""" De är så livliga , precis som barn . """	de är så livliga precis som barn	de är så livliga precis som barn	O C O O O O O	de är så livliga precis som barn	O C O O O O O
866	""" Du skulle kanske få lite svårt att leva tillsammans med dem "" , förklarar jag ."	du skulle kanske få lite svårt att leva tillsammans med dem förklarar jag	du skulle kanske lite få svårt leva att tillsammans med dem förklarar jag	O C O O F O F O O O O C O	du skulle kanske få lite leva svårt att tillsammans förklarar med dem jag	O C O C O F O O O F O O O
867	""" Det är de som bestämmer hur allting ska göras , det finns inget att välja på . """	det är de som bestämmer hur allting ska göras det finns inget att välja på	det är de som hur bestämmer ska allting göras det finns inget att på välja	O C O O O F F O C O C O O O F	det är ska de som hur allting göras det bestämmer inget finns att välja på	O C F O O O O C O F O F O C O
868	""" Men de är så glada , och så varma och naturliga ."	men de är så glada och så varma och naturliga	men är de så glada och så varma och naturliga	O F O O O O O O O O	men de är så glada och så varma och naturliga	O O C O O O O O O O
869	Jag älskar deras kläder .	jag älskar deras kläder	jag älskar deras kläder	O C O O	jag deras älskar kläder	O O F O
870	"Kan du inte skaffa dig en sån där vacker hatt ? """	kan du inte skaffa dig en sån där vacker hatt	kan du inte dig skaffa en sån där vacker hatt	C O O O F O O O O O	kan du inte dig en sån där vacker hatt skaffa	C O O O O O O O O F
871	""" Jag vet inte om de säljer dem till utomstående . """	jag vet inte om de säljer dem till utomstående	vet jag inte om de säljer dem till utomstående	F O O O O C O O O	vet jag inte om de säljer dem till utomstående	F O O O O C O O O
872	När chassiden återvänder till sin plats efter bönen berättar jag för honom att min hustru , en lärd kvinna , skall föreläsa på Hebreiska universitetet i Jerusalem .	när chassiden återvänder till sin plats efter bönen berättar jag för honom att min hustru en lärd kvinna skall föreläsa på hebreiska universitetet i jerusalem	när chassiden återvänder till sin plats efter bönen jag berättar för honom att min hustru en lärd skall kvinna föreläsa på hebreiska universitetet i jerusalem	O O C O O O O O O F O O O O O O O F O C O O O O O	återvänder när chassiden till sin plats efter bönen berättar jag för honom att min hustru en lärd föreläsa kvinna skall på hebreiska universitetet i jerusalem	F O O O O O O O C O O O O O O O O F O C O O O O O
873	""" Vad är hon ? """	vad är hon	vad är hon	O C O	vad hon är	O O F
874	Han verkar förbryllad .	han verkar förbryllad	han förbryllad verkar	O O F	verkar han förbryllad	F O O
875	""" Vad är det ? "" frågar han ."	vad är det frågar han	är vad det frågar han	F O O C O	vad är frågar det han	O C F O O
876	Jag försöker förklara .	jag försöker förklara	jag försöker förklara	O C C	försöker jag förklara	F O C
877	"Han säger : "" Det har jag aldrig hört talas om ."	han säger det har jag aldrig hört talas om	han har säger det jag aldrig hört om talas	O F F O O O C O F	han säger det hört har jag aldrig om talas	O C O F C O O O F
878	"Vad är det egentligen de sysslar med ? """	vad är det egentligen de sysslar med	är vad det egentligen de sysslar med	F O O O O C O	vad det egentligen de sysslar med är	O O O O C O F
879	Jag häpnar .	jag häpnar	jag häpnar	O C	häpnar jag	F O
880	Att han var oskuldsfull visste jag , men jag skulle aldrig ha trott att han kunde vara okunnig om en sådan sak .	att han var oskuldsfull visste jag men jag skulle aldrig ha trott att han kunde vara okunnig om en sådan sak	att han visste var oskuldsfull jag men jag skulle aldrig ha att trott kunde han vara okunnig om en sådan sak	O O F F O O O O C O C O F F O C O O O O O	trott skulle att han var oskuldsfull kunde jag men visste jag aldrig ha att han vara okunnig om en sådan sak	F F O O C O F O O F O O C O O C O O O O O
881	""" Jaså , ni vet inte vad en matematiker är ."	jaså ni vet inte vad en matematiker är	jaså ni vet inte vad en matematiker är	O O C O O O O C	vet jaså ni inte vad en matematiker är	F O O O O O O C
