idx	original	no_punc_lower	adjacent	adjacent_gold	random	random_gold
534	Det kan gälla bl.a. idrottsplatser , badanläggningar , ungdomsgårdar och andra samlingslokaler .	det kan gälla bl.a. idrottsplatser badanläggningar ungdomsgårdar och andra samlingslokaler	det kan bl.a. gälla idrottsplatser badanläggningar ungdomsgårdar och andra samlingslokaler	O C O F O O O O O O	det kan bl.a. idrottsplatser badanläggningar ungdomsgårdar och andra gälla samlingslokaler	O C O O O O O O F O
535	Verksamheten sköts ofta av en ungdomsstyrelse eller fritidsnämnd .	verksamheten sköts ofta av en ungdomsstyrelse eller fritidsnämnd	sköts verksamheten ofta av en ungdomsstyrelse eller fritidsnämnd	F O O O O O O O	verksamheten ofta av sköts en ungdomsstyrelse eller fritidsnämnd	O O O F O O O O
536	Stat och kommun stöder också ungdoms- , idrotts- och andra organisationer .	stat och kommun stöder också ungdoms- idrotts- och andra organisationer	stat och kommun stöder också ungdoms- idrotts- och andra organisationer	O O O C O O O O O O	stat och kommun också ungdoms- idrotts- och andra stöder organisationer	O O O O O O O O F O
537	Olika samhällsorgan har uppgifter på bostadsområdet .	olika samhällsorgan har uppgifter på bostadsområdet	olika samhällsorgan har uppgifter på bostadsområdet	O O C O O O	olika samhällsorgan har uppgifter på bostadsområdet	O O C O O O
538	Efter textavsnitten här nedan står angivet vart man kan vända sig med ansökan eller för upplysningar i frågor som har med bostaden att göra .	efter textavsnitten här nedan står angivet vart man kan vända sig med ansökan eller för upplysningar i frågor som har med bostaden att göra	efter textavsnitten här nedan angivet står vart kan man vända sig med ansökan eller för upplysningar i frågor som har med bostaden att göra	O O O O O F O F O C O O O O O O O O O C O O O C	efter textavsnitten här nedan angivet vart man har vända kan sig med ansökan eller för upplysningar i frågor som med bostaden står att göra	O O O O O O O F C F O O O O O O O O O O O F O C
539	Omkring 400000 familjer med barn under 16 år har bostadstillägg .	omkring 400000 familjer med barn under 16 år har bostadstillägg	omkring 400000 familjer med barn under 16 år bostadstillägg har	O O O O O O O O O F	omkring 400000 familjer har med barn under 16 år bostadstillägg	O O O F O O O O O O
540	Beloppen är olika beroende på hur många barn man har och på bostadens storlek och beskaffenhet .	beloppen är olika beroende på hur många barn man har och på bostadens storlek och beskaffenhet	är beloppen olika beroende på hur många barn man har och på bostadens storlek och beskaffenhet	F O O O O O O O O C O O O O O O	beloppen är olika beroende på hur många barn man och på bostadens storlek och har beskaffenhet	O C O O O O O O O O O O O O F O
541	Beloppens storlek beror också på inkomsten .	beloppens storlek beror också på inkomsten	beloppens storlek också beror på inkomsten	O O O F O O	beloppens storlek beror också på inkomsten	O O C O O O
542	Familjer som tjänar mindre än cirka 17000 kr / år får fullt bostadstillägg .	familjer som tjänar mindre än cirka 17000 kr år får fullt bostadstillägg	familjer tjänar som mindre än cirka 17000 kr år får fullt bostadstillägg	O F O O O O O O O C O O	familjer som mindre än cirka 17000 kr år får fullt tjänar bostadstillägg	O O O O O O O O C O F O
543	Om inkomsten är högre än cirka 17000 kr / år minskas tillägget .	om inkomsten är högre än cirka 17000 kr år minskas tillägget	om inkomsten är högre än cirka 17000 kr år tillägget minskas	O O C O O O O O O O F	om inkomsten högre än cirka 17000 kr år är minskas tillägget	O O O O O O O O F C O
544	Det statliga bostadstillägget består av ett grundbelopp och ett tilläggsbelopp .	det statliga bostadstillägget består av ett grundbelopp och ett tilläggsbelopp	det statliga består bostadstillägget av ett grundbelopp och ett tilläggsbelopp	O O F O O O O O O O	det statliga bostadstillägget består av ett grundbelopp och ett tilläggsbelopp	O O O C O O O O O O
545	Familjer med två barn eller flera kan få båda beloppen .	familjer med två barn eller flera kan få båda beloppen	familjer med två barn eller flera kan få båda beloppen	O O O O O O C C O O	familjer med två barn eller flera få båda beloppen kan	O O O O O O C O O F
546	Grundbeloppet är 60 kr i månaden när det finns ett barn .	grundbeloppet är 60 kr i månaden när det finns ett barn	grundbeloppet 60 är kr i månaden när finns det ett barn	O O F O O O O F O O O	grundbeloppet 60 kr i är månaden när det finns ett barn	O O O O F O O O C O O
547	Det ökar med 20 kr i månaden för varje barn utöver ett .	det ökar med 20 kr i månaden för varje barn utöver ett	det ökar med 20 kr i månaden för varje barn utöver ett	O C O O O O O O O O O O	det ökar med 20 kr i månaden för varje barn utöver ett	O C O O O O O O O O O O
548	Grundbeloppet utgår oberoende av bostadens storlek och utrustning .	grundbeloppet utgår oberoende av bostadens storlek och utrustning	grundbeloppet utgår oberoende av bostadens storlek och utrustning	O C O O O O O O	grundbeloppet utgår oberoende av bostadens storlek och utrustning	O C O O O O O O
549	Det kan en familj få även om bostaden inte är deras egen .	det kan en familj få även om bostaden inte är deras egen	det en kan få familj även om bostaden inte är deras egen	O O F F O O O O O C O O	det en familj få kan även om bostaden inte är deras egen	O O O C F O O O O C O O
550	T.ex. en ogift mor som bor hos sina föräldrar .	t.ex. en ogift mor som bor hos sina föräldrar	t.ex. en ogift mor som bor hos sina föräldrar	O O O O O C O O O	t.ex. en ogift mor som bor hos sina föräldrar	O O O O O C O O O
551	Tillägget över grundbeloppet utgår till familjer som har egen bostad och minst två barn .	tillägget över grundbeloppet utgår till familjer som har egen bostad och minst två barn	tillägget över grundbeloppet till utgår familjer har som egen bostad och minst två barn	O O O O F O F O O O O O O O	tillägget över grundbeloppet utgår till familjer som egen bostad och minst två har barn	O O O C O O O O O O O O F O
552	Tillägget utgår om bostaden har en viss storlek ( minst två rum och kök ) och viss utrustning ( vatten och avlopp i bostaden och för högsta tillägg bad eller duschrum i huset ) .	tillägget utgår om bostaden har en viss storlek minst två rum och kök och viss utrustning vatten och avlopp i bostaden och för högsta tillägg bad eller duschrum i huset	tillägget utgår om bostaden har en viss storlek minst två rum och kök och viss utrustning vatten och avlopp i bostaden och för högsta tillägg bad eller duschrum i huset	O C O O C O O O O O O O O O O O O O O O O O O O O O O O O O	tillägget om bostaden har en viss storlek minst två rum och kök och viss utrustning vatten och avlopp i bostaden och för högsta tillägg bad eller duschrum i utgår huset	O O O C O O O O O O O O O O O O O O O O O O O O O O O O F O
553	Kommunalt bostadstillägg kan en familj få ovanpå det statliga tillägget om den har en bostadskostnad på i regel minst 425 kr per månad .	kommunalt bostadstillägg kan en familj få ovanpå det statliga tillägget om den har en bostadskostnad på i regel minst 425 kr per månad	kommunalt bostadstillägg en kan få familj ovanpå det statliga tillägget om den har en bostadskostnad på i regel minst 425 kr per månad	O O O F F O O O O O O O C O O O O O O O O O O	kommunalt bostadstillägg en familj ovanpå det statliga tillägget kan om den har en bostadskostnad på i regel få minst 425 kr per månad	O O O O O O O O F O O C O O O O O F O O O O O
554	För att få det kommunala bostadstillägget fordras också att bostaden uppfyller de bestämmelser som gäller för det statliga bostadstillägget .	för att få det kommunala bostadstillägget fordras också att bostaden uppfyller de bestämmelser som gäller för det statliga bostadstillägget	för att få det kommunala bostadstillägget också fordras att uppfyller bostaden de bestämmelser som gäller för det statliga bostadstillägget	O O C O O O O F O F O O O O C O O O O	för att det kommunala bostadstillägget gäller fordras få också att bostaden uppfyller de bestämmelser som för det statliga bostadstillägget	O O O O O F C F O O O C O O O O O O O
555	Kommunerna kan ge bostadstillägg utöver de normer som nämnts här .	kommunerna kan ge bostadstillägg utöver de normer som nämnts här	kommunerna kan bostadstillägg ge utöver de normer nämnts som här	O C O F O O O F O O	kommunerna kan ge nämnts bostadstillägg utöver de normer som här	O C C F O O O O O O
556	Man måste ansöka om bostadstillägg .	man måste ansöka om bostadstillägg	man måste ansöka om bostadstillägg	O C C O O	man ansöka måste om bostadstillägg	O C F O O
557	Blanketter sänds varje år till alla familjer som får barnbidrag .	blanketter sänds varje år till alla familjer som får barnbidrag	blanketter varje sänds år till alla familjer får som barnbidrag	O O F O O O O F O O	blanketter sänds varje år till får alla familjer som barnbidrag	O C O O O F O O O O
558	Man vänder sig till kommunalnämnden / drätselkammaren .	man vänder sig till kommunalnämnden drätselkammaren	man vänder sig till kommunalnämnden drätselkammaren	O C O O O O	man vänder sig till kommunalnämnden drätselkammaren	O C O O O O
559	Vissa kommuner ger ett speciellt bostadstillägg till handikappade som bor i invalidbostäder eller i andra lämpligt utrustade bostäder .	vissa kommuner ger ett speciellt bostadstillägg till handikappade som bor i invalidbostäder eller i andra lämpligt utrustade bostäder	vissa kommuner ger ett speciellt bostadstillägg till handikappade som i bor invalidbostäder eller i andra lämpligt utrustade bostäder	O O C O O O O O O O F O O O O O O O	vissa kommuner ett speciellt bostadstillägg till handikappade som bor i invalidbostäder eller i ger andra lämpligt utrustade bostäder	O O O O O O O O C O O O O F O O O O
560	Det kallas kommunalt bostadstillägg för handikappade ( Kbh ) .	det kallas kommunalt bostadstillägg för handikappade kbh	kallas det kommunalt bostadstillägg för handikappade kbh	F O O O O O O	det kallas kommunalt bostadstillägg för handikappade kbh	O C O O O O O
561	Man vänder sig till socialnämnden .	man vänder sig till socialnämnden	man vänder sig till socialnämnden	O C O O O	man vänder sig till socialnämnden	O C O O O
562	Kommunalt bostadstillägg ( Kbt ) kan ges till den som har ålders- , förtids- eller änkepension , sjukbidrag eller hustrutillägg	kommunalt bostadstillägg kbt kan ges till den som har ålders- förtids- eller änkepension sjukbidrag eller hustrutillägg	kommunalt bostadstillägg kbt kan till ges den har som ålders- förtids- eller änkepension sjukbidrag eller hustrutillägg	O O O C O F O F O O O O O O O O	kan kommunalt bostadstillägg kbt ges till den som ålders- förtids- har eller änkepension sjukbidrag eller hustrutillägg	F O O O C O O O O O F O O O O O
563	Se Pension ( Kommunalt bostadstillägg ) sida 16 .	se pension kommunalt bostadstillägg sida 16	se pension kommunalt bostadstillägg sida 16	C O O O O O	pension kommunalt bostadstillägg sida 16 se	O O O O O F
564	I större kommuner finns vanligen en särskild kommunal bostadsförmedling .	i större kommuner finns vanligen en särskild kommunal bostadsförmedling	i större kommuner finns vanligen en särskild kommunal bostadsförmedling	O O O C O O O O O	i större kommuner vanligen en särskild kommunal finns bostadsförmedling	O O O O O O O F O
565	I en del andra kommuner sköts förmedlingen av kommunalnämnden / drätselkammaren eller annat kommunalt organ .	i en del andra kommuner sköts förmedlingen av kommunalnämnden drätselkammaren eller annat kommunalt organ	i en del andra kommuner förmedlingen sköts av kommunalnämnden drätselkammaren eller annat kommunalt organ	O O O O O O F O O O O O O O	i en del andra kommuner sköts förmedlingen av kommunalnämnden drätselkammaren eller annat kommunalt organ	O O O O O C O O O O O O O O
566	Kommunens förmedling av bostäder är gratis .	kommunens förmedling av bostäder är gratis	kommunens förmedling av är bostäder gratis	O O O F O O	kommunens förmedling är av bostäder gratis	O O F O O O
567	Staten lämnar bostadslån - utöver bankernas långivning - för att bygga eller bygga om bostadshus .	staten lämnar bostadslån utöver bankernas långivning för att bygga eller bygga om bostadshus	staten lämnar bostadslån utöver bankernas långivning för att bygga eller om bygga bostadshus	O C O O O O O O C O O F O	bygga staten lämnar bostadslån utöver bankernas långivning för att bygga eller om bostadshus	F O C O O O O O O F O O O
